feature,score
age,0.24419113608104065
age_years,0.24394814359186257
cholesterol,0.22285642558724358
weight,0.18218533909928938
gluc,0.09338729371889956
ap_lo,0.06566984707531551
ap_hi,0.04990388437593458
active,-0.032685748513914946
smoke,-0.016533434985483226
height,-0.013642632275964392
alco,-0.009548685316059869
gender,0.0063131679213247836
id,0.0024548492874437236
