epoch,train_loss,train_acc,val_loss,val_acc
1,0.6633470590260564,0.6359795918367347,0.642165550595238,0.6421904761904762
2,0.6199829360514271,0.666795918367347,0.6008695309275672,0.6882857142857143
3,0.5771025867462158,0.7130408163265306,0.5668201526460194,0.7245714285714285
4,0.5574824125912725,0.7277755102040816,0.560597591422853,0.7175238095238096
5,0.5546809182264367,0.7268775510204082,0.560431439944676,0.7191428571428572
6,0.5539993313526621,0.7276122448979592,0.5600899577822004,0.7203809523809523
7,0.5537424806380759,0.7269183673469388,0.5605288567997161,0.7183809523809523
8,0.5535856420750521,0.727265306122449,0.5597276548203968,0.7191428571428572
9,0.5534394836231153,0.7267346938775511,0.5596006774902343,0.7196190476190476
10,0.5532775500355934,0.7277346938775511,0.559542088894617,0.7212380952380952
11,0.5533138465978661,0.7271224489795919,0.5588397478376116,0.7192380952380952
12,0.5532493233972666,0.7274693877551021,0.5587180028188796,0.7194285714285714
13,0.5531979986210258,0.7284693877551021,0.5587979479971387,0.7200952380952381
14,0.5532419150410867,0.7275918367346939,0.5584852752231416,0.7194285714285714
15,0.5529829378128052,0.7286326530612245,0.5583746915090652,0.7198095238095238
16,0.5528070983400151,0.728,0.5585270423435029,0.7195238095238096
17,0.5527059995884798,0.7279183673469388,0.5581453048615228,0.7200952380952381
18,0.5526077288900103,0.7278571428571429,0.55824860899789,0.7208571428571429
19,0.5525032283238003,0.7284285714285714,0.5580585989725022,0.7206666666666667
20,0.5525220083509172,0.7283061224489796,0.5581092959358579,0.7204761904761905
21,0.5524158489704132,0.7291836734693877,0.5579022287868318,0.7202857142857143
22,0.5523268282267512,0.7291428571428571,0.5580853889329093,0.7192380952380952
23,0.5522764029502869,0.7288775510204082,0.5581767343339465,0.723047619047619
24,0.5524046928152746,0.7288775510204082,0.5579127870741345,0.7217142857142858
25,0.5523559465700266,0.7290816326530613,0.5577191367376418,0.7212380952380952
26,0.5522159036714204,0.7285102040816327,0.5578784852482024,0.7203809523809523
27,0.5522306649538935,0.7288571428571429,0.5580015460195995,0.7196190476190476
28,0.5521279737219519,0.7294285714285714,0.5578291538783482,0.7195238095238096
29,0.5522034271979819,0.728938775510204,0.5578342344420297,0.7194285714285714
30,0.5521704108715058,0.7288775510204082,0.557764124643235,0.7216190476190476
31,0.5522738000324794,0.7292244897959184,0.5576569610096159,0.7219047619047619
32,0.552213364265403,0.7296734693877551,0.5578460666338603,0.7226666666666667
33,0.5521309099294701,0.7286734693877551,0.557925376982916,0.7203809523809523
