epoch,train_loss,train_acc,val_loss,val_acc
1,0.6453025317454509,0.6840602499379294,0.6024488630218373,0.7053200733803224
2,0.5929459449837049,0.7028055946370935,0.5805139613563609,0.7127546586849474
3,0.5831203849211263,0.7087850699329636,0.5762111225493732,0.7168098870329246
4,0.5766003012637434,0.7157990565256973,0.5681073525081538,0.7268514048469634
5,0.5664034705825824,0.7245303318712241,0.5604562793411527,0.7311962923626533
6,0.5606592811121803,0.7280269800546222,0.5573523205266078,0.7282031476296225
7,0.5586093056777115,0.7295166763221055,0.5564411201911669,0.728879019020952
8,0.5575615489886394,0.7305718778449061,0.5563197649444889,0.7299411026358984
9,0.5570921591404977,0.7303649755855334,0.5556303084305243,0.7296514434681858
10,0.5567118585588205,0.7303856658114707,0.5553910063479506,0.72974799652409
11,0.5565361863807329,0.7305098071670942,0.5552342482615452,0.7291686781886647
12,0.5563128710355445,0.7306960192005296,0.5550997655134099,0.7291686781886647
13,0.5561436461137539,0.7306753289745924,0.55509193323749,0.7296514434681858
14,0.5558455720461235,0.7313167259786477,0.5549394081455407,0.7294583373563773
15,0.5557587981954134,0.7308201605561533,0.5547127471163983,0.728879019020952
16,0.5557142763770022,0.7304684267152197,0.5547291169735621,0.7298445495799942
17,0.5555832400125038,0.7308615410080278,0.5545785210820208,0.7291686781886647
18,0.5554978012308561,0.7310891334933377,0.5547213511680146,0.7306169740272279
19,0.5553757994713436,0.7305718778449061,0.5544913349216528,0.7309066331949406
20,0.5553180572953651,0.7308822312339651,0.5543153102683137,0.7300376556918027
21,0.5552807158906067,0.7308201605561533,0.5542457579380874,0.7304238679154196
22,0.5551768023328632,0.7311718943970869,0.5544079118648804,0.7311962923626533
23,0.5551803034286985,0.7310891334933377,0.5540901283804854,0.72974799652409
24,0.5550230878093805,0.7310063725895887,0.5542020752380009,0.7302307618036111
25,0.5549356662545349,0.7313167259786477,0.5541300657714692,0.7301342087477068
26,0.554964292856436,0.7313374162045849,0.5538641903475696,0.72974799652409
27,0.5548782070070014,0.7313787966564594,0.5538206356907139,0.7294583373563773
28,0.5547809313930621,0.7314615575602086,0.553920735835891,0.7300376556918027
29,0.5548309056971786,0.731109823719275,0.5540527223769539,0.7310031862508448
30,0.5546923243998495,0.7314408673342713,0.5539862391708601,0.72974799652409
31,0.554727757479254,0.7311718943970869,0.5539062254053867,0.7310031862508448
32,0.554780200815631,0.7315650086898949,0.5537398475367693,0.7299411026358984
33,0.5546332257557397,0.7308201605561533,0.553644160431555,0.7291686781886647
34,0.5546697087115448,0.7311512041711495,0.5538546861432355,0.7302307618036111
35,0.5546212812670905,0.7314615575602086,0.5535401751938227,0.7293617843004732
