epoch,train_loss,train_acc,val_loss,val_acc
1,0.6546245223259439,0.6450816326530612,0.6299035354568845,0.6577142857142857
2,0.610867220771556,0.6740612244897959,0.5963416452407837,0.6881904761904762
3,0.5739772725689168,0.7146122448979592,0.5644124789465041,0.7220952380952381
4,0.553529214576799,0.7306734693877551,0.5566921556790669,0.7235238095238096
5,0.5497723079506232,0.7303877551020408,0.5558721835953848,0.7225714285714285
6,0.5487854569396194,0.7317755102040816,0.5554061328342983,0.7224761904761905
7,0.5484056248178287,0.731326530612245,0.5550879575184413,0.7236190476190476
8,0.548079772851905,0.7312448979591837,0.5547906417619615,0.7233333333333334
9,0.547808677517638,0.7316734693877551,0.5548348610287621,0.7239047619047619
10,0.5478696538477528,0.7322857142857143,0.554422774769011,0.723047619047619
11,0.5476543557303293,0.7314897959183674,0.5542962493896484,0.7238095238095238
12,0.5474861773374129,0.7325102040816327,0.5547212534859067,0.7247619047619047
13,0.547370402701047,0.7325510204081632,0.5545269348053705,0.7248571428571429
14,0.5472067764632556,0.7325306122448979,0.5544392692475092,0.7253333333333334
15,0.5471018844332014,0.733204081632653,0.5541080776850382,0.7240952380952381
16,0.54698052171785,0.733,0.5539847825368246,0.723047619047619
17,0.5469718057865999,0.733326530612245,0.5541243324733915,0.7246666666666667
18,0.546958915418508,0.7326938775510204,0.5538788243702479,0.7240952380952381
19,0.5468198003574294,0.7330612244897959,0.553724549974714,0.7234285714285714
20,0.5467098919907395,0.733,0.5543284758159093,0.725047619047619
21,0.546647137963042,0.7328775510204082,0.5539709730602446,0.7220952380952381
22,0.5467393969419051,0.7327551020408163,0.5538517268044608,0.7249523809523809
23,0.5466929877047636,0.7331836734693877,0.553701748575483,0.7243809523809523
24,0.5466741526418802,0.733,0.5538457635016668,0.7244761904761905
25,0.546574866012651,0.7327142857142858,0.5537708256585258,0.724
26,0.5464607837443449,0.732938775510204,0.5545154458454677,0.7243809523809523
27,0.5466319469821697,0.7334693877551021,0.5539244713783265,0.7249523809523809
28,0.5464824126496607,0.7330408163265306,0.5536859079996744,0.7237142857142858
29,0.546501721849247,0.7330816326530613,0.5537439163525899,0.7255238095238096
30,0.5464178909963491,0.7330612244897959,0.5535114226341248,0.7239047619047619
31,0.5464466622556959,0.7330408163265306,0.5536099845114208,0.7234285714285714
32,0.5462452326696746,0.7332857142857143,0.5536870506604512,0.7229523809523809
33,0.5463899882569605,0.733938775510204,0.5537869381677537,0.7262857142857143
34,0.5462764973640442,0.7330612244897959,0.5538004785719371,0.724
35,0.5464139560193432,0.7331836734693877,0.5541216488338652,0.7256190476190476
36,0.5462937619053587,0.7337551020408163,0.553697368190402,0.7245714285714285
37,0.5464135430686328,0.7331632653061224,0.5537604127838498,0.7238095238095238
38,0.5460341572274967,0.7336530612244898,0.5535865278698149,0.7258095238095238
39,0.5462068477650078,0.7342448979591837,0.5535204160554068,0.724
40,0.5462007684221073,0.7335102040816327,0.5535684146654039,0.7257142857142858
41,0.5462052696481043,0.7333877551020408,0.5535357831773304,0.723047619047619
42,0.5461241198364569,0.733265306122449,0.5534668638138543,0.7253333333333334
43,0.5459753695312811,0.7334897959183674,0.5539933070228213,0.7264761904761905
44,0.5462733325666311,0.7336530612244898,0.5534353228069487,0.7244761904761905
45,0.546084135581036,0.733326530612245,0.553863102322533,0.724
46,0.5460303867009221,0.7333673469387755,0.5535014496984936,0.7241904761904762
47,0.5459409448370641,0.7336122448979592,0.5534237203825088,0.7243809523809523
48,0.5459661524782375,0.7334693877551021,0.5538895634696597,0.7244761904761905
49,0.545990811046289,0.7337755102040816,0.5539573428290231,0.7260952380952381
50,0.5459401547762812,0.7334693877551021,0.5538734317279997,0.7247619047619047
51,0.5458578507462326,0.7335306122448979,0.5537944630668277,0.7256190476190476
52,0.5458983364299852,0.733938775510204,0.5534308436257499,0.7231428571428572
53,0.5459869888558679,0.7341020408163266,0.5535496103195917,0.7256190476190476
54,0.5459091739946482,0.7335510204081632,0.5537033845129468,0.7257142857142858
55,0.5458821907140771,0.7338571428571429,0.5541435608863831,0.7269523809523809
56,0.5458686102263781,0.7337142857142858,0.5536518623715355,0.7234285714285714
57,0.5457965134601204,0.7340408163265306,0.5538798572222392,0.7241904761904762
58,0.5458484142945738,0.7339183673469388,0.5535982255708604,0.724
59,0.545834718976702,0.734,0.5539845249766395,0.7267619047619047
60,0.5459564346294014,0.7335306122448979,0.553502946013496,0.7229523809523809
61,0.5459387705569364,0.7341836734693877,0.553711175487155,0.7260952380952381
62,0.5458362194859252,0.7341020408163266,0.5534436717941648,0.7238095238095238
63,0.5458587430593919,0.7341836734693877,0.5533702987489246,0.7233333333333334
64,0.5457804378490059,0.7342857142857143,0.553278992993491,0.7238095238095238
65,0.5457403135007741,0.7336122448979592,0.5536550335202898,0.7236190476190476
