epoch,train_loss,train_acc,val_loss,val_acc
34,0.5463365869522094,0.733734693877551,0.5536586707433064,0.725047619047619
35,0.5463944830505215,0.7322857142857143,0.5536594562303452,0.7236190476190476
36,0.5463277000991665,0.7333061224489796,0.5538334938912165,0.7240952380952381
37,0.5463089232834017,0.7332857142857143,0.5539797596704392,0.7253333333333334
38,0.5463327186837488,0.7330816326530613,0.5535040129706973,0.7235238095238096
39,0.5461983635279597,0.7333673469387755,0.5551526876858303,0.726
40,0.5463132251525412,0.7334489795918367,0.5537611435935611,0.7261904761904762
41,0.5460559724982904,0.7334693877551021,0.5535410529999506,0.7238095238095238
42,0.546267422389011,0.7324897959183674,0.5537277046612331,0.7234285714285714
43,0.5462445282936096,0.7338367346938776,0.5536013667242867,0.7232380952380952
44,0.5461565036968309,0.733,0.5539938106536865,0.7249523809523809
45,0.5461344041727028,0.7327755102040816,0.5536118202890669,0.7252380952380952
46,0.5460951526019038,0.7328163265306122,0.5540482009251912,0.7247619047619047
47,0.5460331363288724,0.7340204081632653,0.5537614616439456,0.7256190476190476
48,0.5461205607044454,0.7334081632653061,0.5540584496543521,0.7248571428571429
49,0.546145257842784,0.733265306122449,0.5538496967043195,0.7244761904761905
50,0.5461351106994006,0.7340816326530613,0.553624584538596,0.7241904761904762
51,0.5459964202180201,0.7332244897959184,0.5534561898594811,0.7238095238095238
52,0.5459940679413932,0.7334285714285714,0.5542798703738622,0.7254285714285714
53,0.5461709412652619,0.734,0.5537490569977533,0.7257142857142858
54,0.5459341514840418,0.7336122448979592,0.5541447637194679,0.7236190476190476
55,0.546003541917217,0.7343265306122448,0.553803787776402,0.7245714285714285
56,0.5458976602554322,0.734265306122449,0.5534669535046532,0.7241904761904762
57,0.5459898822940126,0.7327551020408163,0.5537765763600667,0.7269523809523809
58,0.5458277658053807,0.7336530612244898,0.5535946921848115,0.7257142857142858
59,0.545867865314289,0.733938775510204,0.5537692410151164,0.7243809523809523
60,0.5459686446871076,0.7335306122448979,0.5535341788019453,0.7257142857142858
61,0.545858914920262,0.7340204081632653,0.5538414942423503,0.7266666666666667
62,0.5458751230239868,0.7335714285714285,0.5540253008433751,0.7278095238095238
63,0.5458672846580038,0.7337142857142858,0.5534624160584949,0.7232380952380952
64,0.5458311754440774,0.7338163265306122,0.554100611323402,0.7258095238095238
65,0.5457401879660937,0.7336326530612245,0.5535940021787371,0.7257142857142858
66,0.5458846566336496,0.733326530612245,0.5541428905668713,0.7265714285714285
67,0.545788657227341,0.7341428571428571,0.5541278140658424,0.727047619047619
68,0.545803628269507,0.7331836734693877,0.553757449899401,0.7265714285714285
69,0.5459659161567688,0.7333877551020408,0.5534358364968073,0.7240952380952381
70,0.5457431489010246,0.7337755102040816,0.5551411413692293,0.7252380952380952
71,0.5457939348464109,0.7343061224489796,0.5534269336291722,0.7235238095238096
72,0.5457870409440021,0.7336734693877551,0.5533836739857991,0.7234285714285714
73,0.5458328752615014,0.7345306122448979,0.5533757111912682,0.7239047619047619
74,0.5457025688813657,0.7330816326530613,0.553469872202192,0.7231428571428572
75,0.5457279686587198,0.7334897959183674,0.5535027398836045,0.724
76,0.5457690788483133,0.7343469387755102,0.5536238973481314,0.7261904761904762
77,0.5457666332673053,0.7343877551020408,0.5536401774542672,0.7238095238095238
78,0.5457064677257927,0.7334693877551021,0.5534189925874983,0.7226666666666667
79,0.5458185675679421,0.7334285714285714,0.5547735744657971,0.7251428571428571
80,0.54576194766103,0.7344285714285714,0.5534000632876441,0.7242857142857143
81,0.5457060241018022,0.7335102040816327,0.5534327744983492,0.7231428571428572
82,0.5456876269262664,0.7334285714285714,0.5533693168503897,0.724
83,0.5456723489080156,0.7337959183673469,0.5535305762063889,0.7232380952380952
84,0.5458015014492735,0.7338979591836735,0.5533722218104771,0.7258095238095238
85,0.5455580873100125,0.733734693877551,0.553367504119873,0.7236190476190476
86,0.5455253855549559,0.734938775510204,0.5533896494820004,0.7244761904761905
87,0.5456170642911171,0.7336326530612245,0.5535011385508946,0.7265714285714285
88,0.5455584936433909,0.7345102040816327,0.5536267474492391,0.7240952380952381
89,0.5456341487534192,0.7336530612244898,0.5535134027571905,0.7238095238095238
90,0.5456146110807146,0.733938775510204,0.5534281906173343,0.726
91,0.5456182676432084,0.7344489795918367,0.5535036383583433,0.7254285714285714
92,0.5456767976721939,0.7338571428571429,0.5533688697133745,0.725047619047619
