epoch,train_loss,train_acc,val_loss,val_acc
1,0.6464657389909475,0.6819705371182654,0.6029267908696492,0.7075407936661195
2,0.5933684066491718,0.7033021600595879,0.579153708708589,0.7148788259148402
3,0.5781426294092843,0.7134196805429115,0.5683765571596449,0.7258858742879212
4,0.567418282398826,0.7216750806918811,0.5607519030478904,0.7301342087477068
5,0.5608385308515174,0.7261855499462054,0.5567375198459837,0.72974799652409
6,0.5577612408371859,0.7290821815774228,0.5550037686850351,0.7308100801390364
7,0.5561060786868803,0.7305098071670942,0.5542365418813789,0.7316790576421743
8,0.5553164086791347,0.7311718943970869,0.5538734088846877,0.7313893984744617
9,0.5548783724526839,0.7315443184639576,0.5534099937981594,0.7311962923626533
10,0.5546424890564913,0.7318960523048912,0.5533147002723648,0.7301342087477068
11,0.5543506432968704,0.7314408673342713,0.5533029083880124,0.7310997393067491
12,0.5542503830850455,0.7313167259786477,0.5533578308770195,0.7318721637539828
13,0.554108271276794,0.7318960523048912,0.5530698173718528,0.7308100801390364
14,0.5539935425566411,0.7321650252420756,0.5531052854331152,0.7314859515303659
15,0.5539975923920846,0.7309649921377142,0.552857823384318,0.7309066331949406
16,0.5538005766357145,0.7322477861458248,0.5527595027287033,0.7301342087477068
17,0.5537777153958077,0.7316891500455185,0.5527529628382487,0.7305204209713237
18,0.5536326409905574,0.7315236282380203,0.5529518372719958,0.7309066331949406
19,0.5536679632811912,0.7318546718530167,0.5526963595063159,0.7305204209713237
20,0.5536540960087579,0.731958122982703,0.5526989292394037,0.7316790576421743
21,0.5534697272599379,0.7321029545642639,0.5525444838270276,0.7304238679154196
22,0.5535351235000521,0.7315029380120831,0.5525997305130468,0.7312928454185575
23,0.5535021679128902,0.732040883886452,0.5525233421280104,0.7309066331949406
24,0.5534052138325395,0.7319374327567657,0.552818041085115,0.7312928454185575
25,0.5533216350334899,0.7323512372755111,0.5525825707691683,0.7311962923626533
26,0.5533325103431667,0.7325374493089465,0.5526060117272851,0.7299411026358984
27,0.5532315503058228,0.7321236447902011,0.5525993051141733,0.7300376556918027
28,0.5532395209262162,0.7322891665976993,0.5526204337723365,0.7298445495799942
29,0.5530536951908634,0.7329926342795663,0.5533749169567624,0.7316790576421743
30,0.5532224596503712,0.732268476371762,0.5525020343106123,0.7305204209713237
31,0.5530524264673006,0.7319374327567657,0.5525298931313906,0.7305204209713237
32,0.5529920992487799,0.732496068857072,0.5525578681573429,0.7315825045862702
33,0.5529704667386715,0.7326409004386328,0.5527669980602627,0.7299411026358984
34,0.5530056193412993,0.7329926342795663,0.5525576232471118,0.7304238679154196
35,0.5529317591232367,0.7326202102126955,0.5527109723127037,0.7298445495799942
36,0.5529098530177948,0.733282297442688,0.5526795448558929,0.7305204209713237
37,0.5528777538965467,0.7327443515683191,0.5525439393800049,0.7300376556918027
38,0.5528748542314569,0.7326822808905074,0.5527319412750777,0.7312928454185575
39,0.5528772802066005,0.7328891831498799,0.5525188846075708,0.72974799652409
40,0.5527957428358036,0.7329926342795663,0.5528735892473644,0.7310031862508448
41,0.5527774119016046,0.7328478026980054,0.5525004469175487,0.7303273148595153
42,0.5526885048429332,0.7327857320201937,0.5528773334054651,0.7309066331949406
